Name,GUID,ReportName,Title,YearOfPublication,LinkingUri,LinkingUrl,ServerRelativeUrl,ServerRedirectedEmbedUri,ServerRedirectedEmbedUrl,Created,Length
kientaoSongHong_NHung6-2009.doc,da4877ab-0d1b-409a-aa59-8fbed4cdf094,Lịch sử tiến hóa địa chất và đặc điểm cấu kiến tạo bể trầm tích Sông Hồng,I,,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/1.%20Regional%20Studies/kientaoSongHong_NHung6-2009.doc?d=w5dfcaa60a6d64bc5ac4a51dc3529da30,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/kientaoSongHong_NHung6-2009.doc?d=w5dfcaa60a6d64bc5ac4a51dc3529da30,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/kientaoSongHong_NHung6-2009.doc,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={5dfcaa60-a6d6-4bc5-ac4a-51dc3529da30}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={5dfcaa60-a6d6-4bc5-ac4a-51dc3529da30}&action=interactivepreview,2024-01-18T10:49:02,153088
Noi dung CD.doc,23e08162-79e0-4e13-af2f-48e0c7d6077b,Đánh giá tiềm năng dầu khí các đối tượng Miocen-Pliocen bể trầm tích Sông Hồng,TẬP ĐOÀN DẦU KHÍ VIỆT NAM,2009,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/1.%20Regional%20Studies/2008_Bao%20cao%20MIO_PLIO%20Song%20Hong%20nop%20PVN_The%20Hung/Noi%20dung%20CD.doc?d=w96f04ad440e545089d02846714b87dc2,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/2008_Bao cao MIO_PLIO Song Hong nop PVN_The Hung/Noi dung CD.doc?d=w96f04ad440e545089d02846714b87dc2,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/2008_Bao cao MIO_PLIO Song Hong nop PVN_The Hung/Noi dung CD.doc,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={96f04ad4-40e5-4508-9d02-846714b87dc2}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={96f04ad4-40e5-4508-9d02-846714b87dc2}&action=interactivepreview,2024-01-18T10:49:03,50688
TO BIA.doc,b851d080-f94a-4367-8bf9-bd1b1d7f80cd,Đánh giá tiềm năng dầu khí các đối tượng Miocen-Pliocen bể trầm tích Sông Hồng,TẬP ĐOÀN DẦU KHÍ VIỆT NAM,2009,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/1.%20Regional%20Studies/2008_Bao%20cao%20MIO_PLIO%20Song%20Hong%20nop%20PVN_The%20Hung/TO%20BIA.doc?d=wa215051845d44389ae6c5aaee37e26d5,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/2008_Bao cao MIO_PLIO Song Hong nop PVN_The Hung/TO BIA.doc?d=wa215051845d44389ae6c5aaee37e26d5,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/2008_Bao cao MIO_PLIO Song Hong nop PVN_The Hung/TO BIA.doc,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={a2150518-45d4-4389-ae6c-5aaee37e26d5}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={a2150518-45d4-4389-ae6c-5aaee37e26d5}&action=interactivepreview,2024-01-18T10:49:15,43520
Phan loi BAO CAO.doc,b323c2e1-1b81-483b-8e49-ac5225534e44,Đánh giá tiềm năng dầu khí các đối tượng Miocen-Pliocen bể trầm tích Sông Hồng,TẬP ĐOÀN DẦU KHÍ VIỆT NAM,2009,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/1.%20Regional%20Studies/2008_Bao%20cao%20MIO_PLIO%20Song%20Hong%20nop%20PVN_The%20Hung/Phan%20loi%20BAO%20CAO.doc?d=w6dda4f5ffe4d4406b5a31456a4693d5a,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/2008_Bao cao MIO_PLIO Song Hong nop PVN_The Hung/Phan loi BAO CAO.doc?d=w6dda4f5ffe4d4406b5a31456a4693d5a,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/2008_Bao cao MIO_PLIO Song Hong nop PVN_The Hung/Phan loi BAO CAO.doc,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={6dda4f5f-fe4d-4406-b5a3-1456a4693d5a}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={6dda4f5f-fe4d-4406-b5a3-1456a4693d5a}&action=interactivepreview,2024-01-18T10:49:19,29074432
Danh gia tiem nang dau khi be Song Hong-De tai 47_ 11-9-2012.pdf,de62ad36-a6ec-489b-9761-3ffc3a71dc20,ĐÁNH GIÁ TIỀM NĂNG DẦU KHÍ BỂ SÔNG HỒNG,,2012,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/2012_De an 47 SONG HONG Final/Danh gia tiem nang dau khi be Song Hong-De tai 47_ 11-9-2012.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ffda354d-5d34-4de5-9d10-40d459ce7895,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ffda354d-5d34-4de5-9d10-40d459ce7895,2024-01-18T10:49:39,21850195
Bao cao PTM SO2-25042018_them thong tin_2.pptx,089ddcf1-225d-40a3-b17c-bf38b1edc2ec,"Báo cáo kết quả phân tích mẫu​
GK 103-HOL-1X, 103-TG-1X, 103-TH-1X",Báo cáo kết quả phân tích mẫu GK 101-CB-1X,2016,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/1.%20Regional%20Studies/NC%20co%20sinh%20moi%20khu%20vuc%20Bac%20Be%20SH/Bao%20cao%20PTM%20SO2-25042018_them%20thong%20tin_2.pptx?d=wb02cc4dc7d504565a47da9ce43ac4e6b,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/NC co sinh moi khu vuc Bac Be SH/Bao cao PTM SO2-25042018_them thong tin_2.pptx?d=wb02cc4dc7d504565a47da9ce43ac4e6b,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/NC co sinh moi khu vuc Bac Be SH/Bao cao PTM SO2-25042018_them thong tin_2.pptx,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={b02cc4dc-7d50-4565-a47d-a9ce43ac4e6b}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={b02cc4dc-7d50-4565-a47d-a9ce43ac4e6b}&action=interactivepreview,2024-01-18T10:50:10,66401289
Biostratigraphy-Petrography analysisis_Block 101-100.04_PVEPSH.final.docx,505b2d73-add3-4b4d-9921-7012f93b8122,Biostratigraphy-Petrography analysisis_Block 101-100.04,,2016,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/1.%20Regional%20Studies/NC%20co%20sinh%20moi%20khu%20vuc%20Bac%20Be%20SH/Biostratigraphy-Petrography%20analysisis_Block%20101-100.04_PVEPSH.final.docx?d=w3eabe9f2c44c4aec9897ce7996d2a0b2,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/NC co sinh moi khu vuc Bac Be SH/Biostratigraphy-Petrography analysisis_Block 101-100.04_PVEPSH.final.docx?d=w3eabe9f2c44c4aec9897ce7996d2a0b2,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/NC co sinh moi khu vuc Bac Be SH/Biostratigraphy-Petrography analysisis_Block 101-100.04_PVEPSH.final.docx,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={3eabe9f2-c44c-4aec-9897-ce7996d2a0b2}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={3eabe9f2-c44c-4aec-9897-ce7996d2a0b2}&action=interactivepreview,2024-01-18T10:50:20,31433276
KT QU PHÂN TÍCH C SINH_TA_EPC-Block 100-101.pptx,75e8c249-2b29-402c-87c1-29b656f20200,Kết quả phân tích cổ sinh Giếng khoan 101-CB-1X và 101-HM-1X,KẾT QUẢ PHÂN TÍCH CỔ SINH,2016,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/1.%20Regional%20Studies/NC%20co%20sinh%20moi%20khu%20vuc%20Bac%20Be%20SH/KT%20QU%20PHÂN%20TÍCH%20C%20SINH_TA_EPC-Block%20100-101.pptx?d=we81918be22394ccbba50a89ce706dc9e,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/NC co sinh moi khu vuc Bac Be SH/KT QU PHÂN TÍCH C SINH_TA_EPC-Block 100-101.pptx?d=we81918be22394ccbba50a89ce706dc9e,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/NC co sinh moi khu vuc Bac Be SH/KT QU PHÂN TÍCH C SINH_TA_EPC-Block 100-101.pptx,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={e81918be-2239-4ccb-ba50-a89ce706dc9e}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={e81918be-2239-4ccb-ba50-a89ce706dc9e}&action=interactivepreview,2024-01-18T10:50:29,586157
Tom tat co sinh2-HOL-HAL.pptx,ad161d8e-510e-42e7-8c63-71b6e2d0cec8,Kết quả phân tích cổ sinh Giếng khoan 103-HAL-1X và 103-HOL-1X,PowerPoint Presentation,2016,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/1.%20Regional%20Studies/NC%20co%20sinh%20moi%20khu%20vuc%20Bac%20Be%20SH/Tom%20tat%20co%20sinh2-HOL-HAL.pptx?d=w84b9b342c4a541fc8936c805baf417f8,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/NC co sinh moi khu vuc Bac Be SH/Tom tat co sinh2-HOL-HAL.pptx?d=w84b9b342c4a541fc8936c805baf417f8,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/NC co sinh moi khu vuc Bac Be SH/Tom tat co sinh2-HOL-HAL.pptx,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={84b9b342-c4a5-41fc-8936-c805baf417f8}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={84b9b342-c4a5-41fc-8936-c805baf417f8}&action=interactivepreview,2024-01-18T10:50:38,3032685
VOLUME_1-1_ENG.pdf,56032301-f299-466d-96a2-ad7120d9a48f,"Provision of services on intergrated seismec sequence stratigraphy interpretation of G&G data within blocks 111/04, 112, 113",,2011,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/VGP seismic sequence stratigraphy interpretation of blocks 111-113/VOLUME_1-1_ENG.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=c616ac95-cf2e-41f2-a812-671e55c2113d,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=c616ac95-cf2e-41f2-a812-671e55c2113d,2024-01-18T11:22:15,12618207
VOLUME_1-2_ENG.pdf,55b1a52b-41b9-4bcd-ac60-7cfd5f3311ac,"Provision of services on intergrated seismec sequence stratigraphy interpretation of G&G data within blocks 111/04, 112, 113",,2011,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/VGP seismic sequence stratigraphy interpretation of blocks 111-113/VOLUME_1-2_ENG.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=0a3ce1a3-b1a1-4d06-861c-678d6bed5f20,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=0a3ce1a3-b1a1-4d06-861c-678d6bed5f20,2024-01-18T11:22:18,778608
VOLUME_2_ENG.pdf,143dae55-8177-44f7-be33-d45137b2d246,"Provision of services on intergrated seismec sequence stratigraphy interpretation of G&G data within blocks 111/04, 112, 113",,2011,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/VGP seismic sequence stratigraphy interpretation of blocks 111-113/VOLUME_2_ENG.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5d7c6d2e-486b-4909-baf2-0a06587b495e,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5d7c6d2e-486b-4909-baf2-0a06587b495e,2024-01-18T11:22:52,39705126
VOLUME_3_ENG.pdf,cc16a8fb-da17-400a-ba23-97e12e1bf9b6,"Provision of services on intergrated seismec sequence stratigraphy interpretation of G&G data within blocks 111/04, 112, 113",,2011,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/VGP seismic sequence stratigraphy interpretation of blocks 111-113/VOLUME_3_ENG.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=9d76fb51-a53e-4b0b-a1f0-4a8996a82e5c,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=9d76fb51-a53e-4b0b-a1f0-4a8996a82e5c,2024-01-18T11:23:17,44595437
VOLUME_4_ENG.pdf,8e321d80-3884-444f-9803-3cfae5722fd9,"Provision of services on intergrated seismec sequence stratigraphy interpretation of G&G data within blocks 111/04, 112, 113",,2011,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/VGP seismic sequence stratigraphy interpretation of blocks 111-113/VOLUME_4_ENG.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=8e954417-e2f6-42cd-81cd-72d0beeb9ab3,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=8e954417-e2f6-42cd-81cd-72d0beeb9ab3,2024-01-18T11:23:56,80487788
VOLUME_5_ENG.pdf,d14ecc8b-865f-48ca-a03d-ca96ead820d1,"Provision of services on intergrated seismec sequence stratigraphy interpretation of G&G data within blocks 111/04, 112, 113",,2011,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/VGP seismic sequence stratigraphy interpretation of blocks 111-113/VOLUME_5_ENG.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f57916f0-80ba-44ce-9727-c7f66bb1338e,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f57916f0-80ba-44ce-9727-c7f66bb1338e,2024-01-18T11:24:32,70281905
report_FINAL_eng.doc,2668f229-2195-4b1b-b3a4-4d0fe2d24ac9,,Joint Operation Company «VIETGAZPROM»,,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/1.%20Regional%20Studies/Report_VGP_eng_final_STAGE%204/report_FINAL_eng.doc?d=wa17a24a1f04d470ea284745cc9fb3ccb,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/Report_VGP_eng_final_STAGE 4/report_FINAL_eng.doc?d=wa17a24a1f04d470ea284745cc9fb3ccb,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/Report_VGP_eng_final_STAGE 4/report_FINAL_eng.doc,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={a17a24a1-f04d-470e-a284-745cc9fb3ccb}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={a17a24a1-f04d-470e-a284-745cc9fb3ccb}&action=interactivepreview,2024-01-18T11:35:51,28651520
report_FINAL_eng.pdf,d81a793d-2706-4825-a4c7-5f5c5e0ba8c1,"Report on provision of service on intergrated seismic sequence stratigraphy interpretation of G&G dât within blocks 111/04, 112, 113",,2011,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/Report_VGP_eng_final_STAGE 4/report_FINAL_eng.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=36e166ea-2a71-49f5-8e2a-fa0ca6cc1e4a,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=36e166ea-2a71-49f5-8e2a-fa0ca6cc1e4a,2024-01-18T11:35:59,22708159
Final report_de tai cap vien_A Tùng .docx,7c69288e-da85-4385-a229-3cbe854e0a6e,"Tổng hợp, hệ thống hóa và đánh giá các kết quả nghiên cứu tiềm năng dầu khí đã thực hiện ở bể sông hồng",,2021,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/1.%20Regional%20Studies/Đề%20tài%20cấp%20viện%20bể%20Sông%20Hồng%202021/Final%20report_de%20tai%20cap%20vien_A%20Tùng%20.docx?d=w9cdbe6c1a44444f4aee3b15e15f951c1,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/Đề tài cấp viện bể Sông Hồng 2021/Final report_de tai cap vien_A Tùng .docx?d=w9cdbe6c1a44444f4aee3b15e15f951c1,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/Đề tài cấp viện bể Sông Hồng 2021/Final report_de tai cap vien_A Tùng .docx,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={9cdbe6c1-a444-44f4-aee3-b15e15f951c1}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={9cdbe6c1-a444-44f4-aee3-b15e15f951c1}&action=interactivepreview,2024-02-20T14:54:34,187772904
Be Song Hong_DE TAI CAP VIEN_FINAL.pptx,4c8838ce-11e4-4cdb-a3d0-dfa6c368a7ac,"Tổng hợp, hệ thống hóa và đánh giá các kết quả nghiên cứu tiềm năng dầu khí đã thực hiện ở bể sông hồng",PowerPoint Presentation,2021,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/1.%20Regional%20Studies/Đề%20tài%20cấp%20viện%20bể%20Sông%20Hồng%202021/Be%20Song%20Hong_DE%20TAI%20CAP%20VIEN_FINAL.pptx?d=w60250af99409444fa8f2aba44af06d64,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/Đề tài cấp viện bể Sông Hồng 2021/Be Song Hong_DE TAI CAP VIEN_FINAL.pptx?d=w60250af99409444fa8f2aba44af06d64,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/Đề tài cấp viện bể Sông Hồng 2021/Be Song Hong_DE TAI CAP VIEN_FINAL.pptx,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={60250af9-9409-444f-a8f2-aba44af06d64}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={60250af9-9409-444f-a8f2-aba44af06d64}&action=interactivepreview,2024-02-20T16:03:31,110531157
TB 1018_Petro_BLV.pdf,e8469212-2a58-4d1d-b7fe-ea372eda05d5,Petrography report Bach Long Vi,,2011,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/TB 1018_Petro_BLV.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=8ecb16eb-b75a-4d24-b59f-e444d6007ebd,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=8ecb16eb-b75a-4d24-b59f-e444d6007ebd,2024-02-25T19:46:50,60089032
TB 1019_Bio_BLV.pdf,6e2d6552-3ce9-499f-9b34-4770b6e6f664,Biostratigraphy report Bach Long Vi Island,,2011,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/TB 1019_Bio_BLV.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=c2c02eb2-803a-4dd5-b99f-af738083c876,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=c2c02eb2-803a-4dd5-b99f-af738083c876,2024-02-25T19:46:50,27067073
TB 1071_Petro_HP+CB.pdf,927a98d8-d339-41df-b338-b7cf8c803855,Petrography and XRD analysis of outcrop samples: Location: Hai Phong- Cat Ba- Mong Cai,,2013,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/TB 1071_Petro_HP+CB.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=3f5f02f4-423d-4664-adc7-d6b845bcccc7,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=3f5f02f4-423d-4664-adc7-d6b845bcccc7,2024-02-25T19:50:39,93347588
Song Hong_IHS.pdf,2e1c6e4e-412c-4fdc-a61e-c48095e8d566,Song Hong Map,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/Song Hong_IHS.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=269291cb-daca-43a1-a41b-3855e40ba784,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=269291cb-daca-43a1-a41b-3855e40ba784,2024-02-26T02:20:09,2110079
2005 BC Tuong da co dia ly be SH.pdf,20d1d8ea-c922-411f-8bad-36afefb2489a,Đặc điểm tướng đá cổ địa lý các thành tạo trầ mtichs Neogen vùng Bắc bể sông Hồng,,2004,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/1. Regional Studies/2005 BC Tuong da co dia ly be SH.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=2005680c-4867-4bc2-a515-0e26b0ce04d2,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=2005680c-4867-4bc2-a515-0e26b0ce04d2,2024-02-26T03:01:15,71611801
2008_Block 101-100-04 Maturity and Migration Modelling Report _ Santos.pdf,2bff4f87-b63c-4096-a02e-2c750cdcb35c,Maturity and Migration Modelling Report,,2008,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 100-101/Block study/2008_Block 101-100-04 Maturity and Migration Modelling Report _ Santos.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=c9892b0a-2a7a-4883-bb3e-52549b0f0b9c,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=c9892b0a-2a7a-4883-bb3e-52549b0f0b9c,2024-02-24T17:41:26,25664748
2008_Block 101-100-4 PVN Interpretation Update_Santos.pdf,fae4e1b3-051f-4fce-baea-76751ccc2af4,Block 101-100-4 PVN Interpretation Update,,2008,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 100-101/Block study/2008_Block 101-100-4 PVN Interpretation Update_Santos.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=deab73d6-1601-4277-8c9c-9ebed3f8b1cf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=deab73d6-1601-4277-8c9c-9ebed3f8b1cf,2024-02-24T17:41:42,57231966
2012_Bao cao DT 101-100 04_Final.doc,0adc4367-1b36-40f8-97b2-8c9b5862b486,Bao cao dau tu 101-100-4,,2010,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20100-101/Block%20study/2012_Bao%20cao%20DT%20101-100%2004_Final.doc?d=wd97c7e3910cf40498ab2bf96a64c9f44,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 100-101/Block study/2012_Bao cao DT 101-100 04_Final.doc?d=wd97c7e3910cf40498ab2bf96a64c9f44,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 100-101/Block study/2012_Bao cao DT 101-100 04_Final.doc,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={d97c7e39-10cf-4049-8ab2-bf96a64c9f44}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={d97c7e39-10cf-4049-8ab2-bf96a64c9f44}&action=interactivepreview,2024-02-24T17:42:02,12858880
2012_Block 100-100.04 Evaluation Report _Salamander Energy Vietnam.pdf,41710b38-0129-498b-9171-6ffc4d6ceb49,Block 101-100/4 evaluation report,,2012,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 100-101/Block study/2012_Block 100-100.04 Evaluation Report _Salamander Energy Vietnam.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=aa8b5e14-d9d3-473f-9323-8636c8a2a5d5,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=aa8b5e14-d9d3-473f-9323-8636c8a2a5d5,2024-02-24T17:42:04,4666218
2013 Block 101-100.04 3D Special Seismic Interpretation for Litho-Facial Environment PVEP-Black Gold....pdf,c87b8d7d-b9b8-45b1-b07c-c4cfada8c98a,"Block 101-100/4, Offshore Vietnam 3D spechial Seismic Interpretation for Litho-Facial Environment",,2013,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 100-101/Block study/2013 Block 101-100.04 3D Special Seismic Interpretation for Litho-Facial Environment PVEP-Black Gold....pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=76f40932-2dcb-4282-a81e-68979d05f922,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=76f40932-2dcb-4282-a81e-68979d05f922,2024-02-24T17:42:08,14225867
